,pic,lable,type,cursor_x,cursor_y,pos_x,xpos,pos_y,ypos,pic_width,pic_height,x,y
365,2.png,纯色块,方块,-3,566,中,0,下,533,48,48,-3,33
366,10.png,全部完成,长条文字按钮,262,53,右,300,中,0,532,140,-38,53
367,6.png,完成,纯文字,3,539,中,0,下,533,64,31,3,6
368,8.png,全部完成,长条文字按钮,-17,-549,中,0,上,-533,282,140,-17,-16
369,4.png,纯色块,方块,-324,-509,左,-300,上,-533,120,120,-24,24
370,4.png,纯色块,方块,301,545,右,300,下,533,120,120,1,12
371,7.png,已完成,纯文字,307,-30,右,300,中,0,95,31,7,-30
372,3.png,纯色块,方块,356,531,右,300,下,533,86,86,56,-2
373,9.png,全部完成,长条文字按钮,306,4,右,300,中,0,352,140,6,4
374,10.png,全部完成,长条文字按钮,350,521,右,300,下,533,532,140,50,-12
375,3.png,纯色块,方块,254,568,右,300,下,533,86,86,-46,35
376,5.png,全部完成,纯文字,17,545,中,0,下,533,130,31,17,12
377,9.png,全部完成,长条文字按钮,-23,14,中,0,中,0,352,140,-23,14
378,10.png,全部完成,长条文字按钮,-13,4,中,0,中,0,532,140,-13,4
379,4.png,纯色块,方块,-325,540,左,-300,下,533,120,120,-25,7
380,3.png,纯色块,方块,-280,-7,左,-300,中,0,86,86,20,-7
381,10.png,全部完成,长条文字按钮,275,-478,右,300,上,-533,532,140,-25,55
382,10.png,全部完成,长条文字按钮,359,1,右,300,中,0,532,140,59,1
383,4.png,纯色块,方块,10,524,中,0,下,533,120,120,10,-9
384,4.png,纯色块,方块,13,6,中,0,中,0,120,120,13,6
385,5.png,全部完成,纯文字,355,553,右,300,下,533,130,31,55,20
386,8.png,全部完成,长条文字按钮,28,12,中,0,中,0,282,140,28,12
387,7.png,已完成,纯文字,12,525,中,0,下,533,95,31,12,-8
388,1.png,纯色块,方块,-297,-534,左,-300,上,-533,30,30,3,-1
389,3.png,纯色块,方块,-284,558,左,-300,下,533,86,86,16,25
390,10.png,全部完成,长条文字按钮,9,535,中,0,下,533,532,140,9,2
391,1.png,纯色块,方块,284,-6,右,300,中,0,30,30,-16,-6
392,7.png,已完成,纯文字,30,529,中,0,下,533,95,31,30,-4
393,7.png,已完成,纯文字,-315,31,左,-300,中,0,95,31,-15,31
394,2.png,纯色块,方块,346,31,右,300,中,0,48,48,46,31
395,7.png,已完成,纯文字,310,-13,右,300,中,0,95,31,10,-13
396,2.png,纯色块,方块,-318,530,左,-300,下,533,48,48,-18,-3
397,1.png,纯色块,方块,26,524,中,0,下,533,30,30,26,-9
398,4.png,纯色块,方块,-292,-491,左,-300,上,-533,120,120,8,42
399,1.png,纯色块,方块,322,14,右,300,中,0,30,30,22,14
400,9.png,全部完成,长条文字按钮,-223,-47,左,-300,中,0,352,140,77,-47
401,3.png,纯色块,方块,48,4,中,0,中,0,86,86,48,4
402,8.png,全部完成,长条文字按钮,394,547,右,300,下,533,282,140,94,14
403,1.png,纯色块,方块,-303,-514,左,-300,上,-533,30,30,-3,19
404,7.png,已完成,纯文字,-300,524,左,-300,下,533,95,31,0,-9
405,4.png,纯色块,方块,-5,-495,中,0,上,-533,120,120,-5,38
406,3.png,纯色块,方块,1,551,中,0,下,533,86,86,1,18
407,4.png,纯色块,方块,314,1,右,300,中,0,120,120,14,1
408,5.png,全部完成,纯文字,-271,14,左,-300,中,0,130,31,29,14
409,3.png,纯色块,方块,292,26,右,300,中,0,86,86,-8,26
410,6.png,完成,纯文字,-2,-3,中,0,中,0,64,31,-2,-3
411,5.png,全部完成,纯文字,-272,-537,左,-300,上,-533,130,31,28,-4
412,9.png,全部完成,长条文字按钮,32,512,中,0,下,533,352,140,32,-21
413,1.png,纯色块,方块,18,-3,中,0,中,0,30,30,18,-3
414,3.png,纯色块,方块,-329,0,左,-300,中,0,86,86,-29,0
415,1.png,纯色块,方块,14,20,中,0,中,0,30,30,14,20
416,1.png,纯色块,方块,318,-516,右,300,上,-533,30,30,18,17
417,10.png,全部完成,长条文字按钮,-329,6,左,-300,中,0,532,140,-29,6
418,10.png,全部完成,长条文字按钮,-331,589,左,-300,下,533,532,140,-31,56
420,10.png,全部完成,长条文字按钮,-328,540,左,-300,下,533,532,140,-28,7
421,4.png,纯色块,方块,-265,495,左,-300,下,533,120,120,35,-38
422,6.png,完成,纯文字,-327,12,左,-300,中,0,64,31,-27,12
423,2.png,纯色块,方块,284,561,右,300,下,533,48,48,-16,28
424,9.png,全部完成,长条文字按钮,-26,-512,中,0,上,-533,352,140,-26,21
425,2.png,纯色块,方块,34,13,中,0,中,0,48,48,34,13
426,1.png,纯色块,方块,-291,-39,左,-300,中,0,30,30,9,-39
427,10.png,全部完成,长条文字按钮,-349,-501,左,-300,上,-533,532,140,-49,32
428,5.png,全部完成,纯文字,341,4,右,300,中,0,130,31,41,4
429,2.png,纯色块,方块,-294,2,左,-300,中,0,48,48,6,2
430,7.png,已完成,纯文字,-284,-509,左,-300,上,-533,95,31,16,24
431,6.png,完成,纯文字,329,21,右,300,中,0,64,31,29,21
432,6.png,完成,纯文字,16,3,中,0,中,0,64,31,16,3
433,8.png,全部完成,长条文字按钮,-251,543,左,-300,下,533,282,140,49,10
434,8.png,全部完成,长条文字按钮,-5,543,中,0,下,533,282,140,-5,10
435,6.png,完成,纯文字,-1,-550,中,0,上,-533,64,31,-1,-17
436,8.png,全部完成,长条文字按钮,-271,-540,左,-300,上,-533,282,140,29,-7
437,3.png,纯色块,方块,-295,-482,左,-300,上,-533,86,86,5,51
438,9.png,全部完成,长条文字按钮,346,-542,右,300,上,-533,352,140,46,-9
439,3.png,纯色块,方块,5,-487,中,0,上,-533,86,86,5,46
440,2.png,纯色块,方块,-276,511,左,-300,下,533,48,48,24,-22
441,3.png,纯色块,方块,307,-535,右,300,上,-533,86,86,7,-2
442,6.png,完成,纯文字,329,541,右,300,下,533,64,31,29,8
443,6.png,完成,纯文字,322,-513,右,300,上,-533,64,31,22,20
444,2.png,纯色块,方块,305,-6,右,300,中,0,48,48,5,-6
445,5.png,全部完成,纯文字,306,-544,右,300,上,-533,130,31,6,-11
446,5.png,全部完成,纯文字,-315,-1,左,-300,中,0,130,31,-15,-1
447,2.png,纯色块,方块,-313,2,左,-300,中,0,48,48,-13,2
448,2.png,纯色块,方块,-2,-510,中,0,上,-533,48,48,-2,23
449,1.png,纯色块,方块,-253,505,左,-300,下,533,30,30,47,-28
450,6.png,完成,纯文字,290,37,右,300,中,0,64,31,-10,37
451,5.png,全部完成,纯文字,34,19,中,0,中,0,130,31,34,19
452,5.png,全部完成,纯文字,-33,513,中,0,下,533,130,31,-33,-20
453,7.png,已完成,纯文字,307,560,右,300,下,533,95,31,7,27
454,8.png,全部完成,长条文字按钮,273,-496,右,300,上,-533,282,140,-27,37
455,8.png,全部完成,长条文字按钮,35,559,中,0,下,533,282,140,35,26
456,5.png,全部完成,纯文字,-263,-533,左,-300,上,-533,130,31,37,0
457,6.png,完成,纯文字,311,-521,右,300,上,-533,64,31,11,12
458,10.png,全部完成,长条文字按钮,340,555,右,300,下,533,532,140,40,22
459,9.png,全部完成,长条文字按钮,-301,545,左,-300,下,533,352,140,-1,12
460,4.png,纯色块,方块,-288,6,左,-300,中,0,120,120,12,6
461,10.png,全部完成,长条文字按钮,-20,554,中,0,下,533,532,140,-20,21
462,6.png,完成,纯文字,367,556,右,300,下,533,64,31,67,23
463,9.png,全部完成,长条文字按钮,280,530,右,300,下,533,352,140,-20,-3
464,3.png,纯色块,方块,28,515,中,0,下,533,86,86,28,-18
465,6.png,完成,纯文字,-8,-523,中,0,上,-533,64,31,-8,10
466,5.png,全部完成,纯文字,-302,565,左,-300,下,533,130,31,-2,32
467,3.png,纯色块,方块,-295,535,左,-300,下,533,86,86,5,2
468,3.png,纯色块,方块,-34,-505,中,0,上,-533,86,86,-34,28
470,4.png,纯色块,方块,310,-543,右,300,上,-533,120,120,10,-10
471,9.png,全部完成,长条文字按钮,271,553,右,300,下,533,352,140,-29,20
472,1.png,纯色块,方块,0,-511,中,0,上,-533,30,30,0,22
473,2.png,纯色块,方块,-297,-501,左,-300,上,-533,48,48,3,32
474,7.png,已完成,纯文字,-2,-516,中,0,上,-533,95,31,-2,17
475,8.png,全部完成,长条文字按钮,-61,-534,中,0,上,-533,282,140,-61,-1
476,6.png,完成,纯文字,-274,552,左,-300,下,533,64,31,26,19
477,1.png,纯色块,方块,-3,-553,中,0,上,-533,30,30,-3,-20
478,10.png,全部完成,长条文字按钮,-270,-543,左,-300,上,-533,532,140,30,-10
479,7.png,已完成,纯文字,-309,-536,左,-300,上,-533,95,31,-9,-3
480,9.png,全部完成,长条文字按钮,-83,559,中,0,下,533,352,140,-83,26
481,9.png,全部完成,长条文字按钮,-328,579,左,-300,下,533,352,140,-28,46
482,8.png,全部完成,长条文字按钮,-285,-7,左,-300,中,0,282,140,15,-7
483,9.png,全部完成,长条文字按钮,-285,-4,左,-300,中,0,352,140,15,-4
484,5.png,全部完成,纯文字,-22,-572,中,0,上,-533,130,31,-22,-39
485,7.png,已完成,纯文字,308,521,右,300,下,533,95,31,8,-12
486,1.png,纯色块,方块,-297,496,左,-300,下,533,30,30,3,-37
487,6.png,完成,纯文字,-19,556,中,0,下,533,64,31,-19,23
488,10.png,全部完成,长条文字按钮,14,-510,中,0,上,-533,532,140,14,23
489,2.png,纯色块,方块,15,20,中,0,中,0,48,48,15,20
490,10.png,全部完成,长条文字按钮,266,-569,右,300,上,-533,532,140,-34,-36
491,10.png,全部完成,长条文字按钮,-269,53,左,-300,中,0,532,140,31,53
492,4.png,纯色块,方块,279,546,右,300,下,533,120,120,-21,13
493,10.png,全部完成,长条文字按钮,-21,-586,中,0,上,-533,532,140,-21,-53
494,2.png,纯色块,方块,47,546,中,0,下,533,48,48,47,13
495,2.png,纯色块,方块,307,-509,右,300,上,-533,48,48,7,24
496,5.png,全部完成,纯文字,-28,30,中,0,中,0,130,31,-28,30
497,4.png,纯色块,方块,-271,34,左,-300,中,0,120,120,29,34
498,4.png,纯色块,方块,322,1,右,300,中,0,120,120,22,1
499,2.png,纯色块,方块,320,-485,右,300,上,-533,48,48,20,48
500,9.png,全部完成,长条文字按钮,-19,-508,中,0,上,-533,352,140,-19,25
501,7.png,已完成,纯文字,69,7,中,0,中,0,95,31,69,7
502,8.png,全部完成,长条文字按钮,237,-501,右,300,上,-533,282,140,-63,32
503,7.png,已完成,纯文字,33,1,中,0,中,0,95,31,33,1
504,6.png,完成,纯文字,-259,17,左,-300,中,0,64,31,41,17
505,9.png,全部完成,长条文字按钮,-334,-517,左,-300,上,-533,352,140,-34,16
506,3.png,纯色块,方块,-302,-543,左,-300,上,-533,86,86,-2,-10
507,2.png,纯色块,方块,22,-520,中,0,上,-533,48,48,22,13
508,4.png,纯色块,方块,-13,509,中,0,下,533,120,120,-13,-24
509,10.png,全部完成,长条文字按钮,-42,15,中,0,中,0,532,140,-42,15
510,8.png,全部完成,长条文字按钮,308,569,右,300,下,533,282,140,8,36
511,6.png,完成,纯文字,-305,-516,左,-300,上,-533,64,31,-5,17
512,2.png,纯色块,方块,-264,-529,左,-300,上,-533,48,48,36,4
513,6.png,完成,纯文字,-267,-553,左,-300,上,-533,64,31,33,-20
514,4.png,纯色块,方块,28,-509,中,0,上,-533,120,120,28,24
515,8.png,全部完成,长条文字按钮,8,-13,中,0,中,0,282,140,8,-13
516,3.png,纯色块,方块,323,6,右,300,中,0,86,86,23,6
517,5.png,全部完成,纯文字,-317,522,左,-300,下,533,130,31,-17,-11
518,8.png,全部完成,长条文字按钮,-271,-18,左,-300,中,0,282,140,29,-18
519,7.png,已完成,纯文字,303,-552,右,300,上,-533,95,31,3,-19
520,7.png,已完成,纯文字,-324,3,左,-300,中,0,95,31,-24,3
521,7.png,已完成,纯文字,357,-530,右,300,上,-533,95,31,57,3
522,5.png,全部完成,纯文字,14,-485,中,0,上,-533,130,31,14,48
523,5.png,全部完成,纯文字,344,-7,右,300,中,0,130,31,44,-7
524,4.png,纯色块,方块,254,-502,右,300,上,-533,120,120,-46,31
525,8.png,全部完成,长条文字按钮,-323,-464,左,-300,上,-533,282,140,-23,69
526,7.png,已完成,纯文字,-264,524,左,-300,下,533,95,31,36,-9
527,8.png,全部完成,长条文字按钮,344,32,右,300,中,0,282,140,44,32
528,1.png,纯色块,方块,283,-538,右,300,上,-533,30,30,-17,-5
529,9.png,全部完成,长条文字按钮,-88,55,中,0,中,0,352,140,-88,55
530,7.png,已完成,纯文字,97,-531,中,0,上,-533,95,31,97,2
531,5.png,全部完成,纯文字,370,-511,右,300,上,-533,130,31,70,22
532,3.png,纯色块,方块,278,-529,右,300,上,-533,86,86,-22,4
533,2.png,纯色块,方块,297,569,右,300,下,533,48,48,-3,36
534,8.png,全部完成,长条文字按钮,340,20,右,300,中,0,282,140,40,20
535,1.png,纯色块,方块,-267,-7,左,-300,中,0,30,30,33,-7
536,6.png,完成,纯文字,-299,562,左,-300,下,533,64,31,1,29
537,1.png,纯色块,方块,323,536,右,300,下,533,30,30,23,3
538,4.png,纯色块,方块,44,54,中,0,中,0,120,120,44,54
539,9.png,全部完成,长条文字按钮,-227,-528,左,-300,上,-533,352,140,73,5
540,9.png,全部完成,长条文字按钮,301,16,右,300,中,0,352,140,1,16
541,7.png,已完成,纯文字,-208,41,左,-300,中,0,95,31,92,41
542,9.png,全部完成,长条文字按钮,345,39,右,300,中,0,352,140,45,39
543,9.png,全部完成,长条文字按钮,-273,517,左,-300,下,533,352,140,27,-16
544,3.png,纯色块,方块,310,21,右,300,中,0,86,86,10,21
545,1.png,纯色块,方块,22,28,中,0,中,0,30,30,22,28
546,7.png,已完成,纯文字,297,549,右,300,下,533,95,31,-3,16
547,2.png,纯色块,方块,350,-461,右,300,上,-533,48,48,50,72
548,8.png,全部完成,长条文字按钮,316,-504,右,300,上,-533,282,140,16,29
549,7.png,已完成,纯文字,6,-530,中,0,上,-533,95,31,6,3
550,9.png,全部完成,长条文字按钮,-317,535,左,-300,下,533,352,140,-17,2
551,9.png,全部完成,长条文字按钮,285,524,右,300,下,533,352,140,-15,-9
552,9.png,全部完成,长条文字按钮,-32,45,中,0,中,0,352,140,-32,45
553,8.png,全部完成,长条文字按钮,88,-552,中,0,上,-533,282,140,88,-19
554,2.png,纯色块,方块,322,-22,右,300,中,0,48,48,22,-22
555,1.png,纯色块,方块,1,546,中,0,下,533,30,30,1,13
556,1.png,纯色块,方块,-305,-546,左,-300,上,-533,30,30,-5,-13
557,4.png,纯色块,方块,-17,-575,中,0,上,-533,120,120,-17,-42
558,4.png,纯色块,方块,23,578,中,0,下,533,120,120,23,45
559,10.png,全部完成,长条文字按钮,-313,-555,左,-300,上,-533,532,140,-13,-22
560,2.png,纯色块,方块,-265,539,左,-300,下,533,48,48,35,6
561,10.png,全部完成,长条文字按钮,249,21,右,300,中,0,532,140,-51,21
562,5.png,全部完成,纯文字,34,-521,中,0,上,-533,130,31,34,12
563,7.png,已完成,纯文字,18,-13,中,0,中,0,95,31,18,-13
564,3.png,纯色块,方块,7,503,中,0,下,533,86,86,7,-30
565,6.png,完成,纯文字,-13,-44,中,0,中,0,64,31,-13,-44
566,6.png,完成,纯文字,310,-18,右,300,中,0,64,31,10,-18
567,9.png,全部完成,长条文字按钮,-35,539,中,0,下,533,352,140,-35,6
568,4.png,纯色块,方块,-10,-9,中,0,中,0,120,120,-10,-9
569,10.png,全部完成,长条文字按钮,-351,468,左,-300,下,533,532,140,-51,-65
570,4.png,纯色块,方块,18,-566,中,0,上,-533,120,120,18,-33
571,9.png,全部完成,长条文字按钮,-278,-575,左,-300,上,-533,352,140,22,-42
572,1.png,纯色块,方块,283,492,右,300,下,533,30,30,-17,-41
573,4.png,纯色块,方块,-232,-21,左,-300,中,0,120,120,68,-21
574,6.png,完成,纯文字,-1,-519,中,0,上,-533,64,31,-1,14
575,6.png,完成,纯文字,-310,-543,左,-300,上,-533,64,31,-10,-10
576,7.png,已完成,纯文字,278,-18,右,300,中,0,95,31,-22,-18
577,3.png,纯色块,方块,-272,-590,左,-300,上,-533,86,86,28,-57
578,10.png,全部完成,长条文字按钮,-322,-15,左,-300,中,0,532,140,-22,-15
579,5.png,全部完成,纯文字,287,-560,右,300,上,-533,130,31,-13,-27
580,2.png,纯色块,方块,-268,-12,左,-300,中,0,48,48,32,-12
581,7.png,已完成,纯文字,12,-18,中,0,中,0,95,31,12,-18
582,9.png,全部完成,长条文字按钮,-12,-575,中,0,上,-533,352,140,-12,-42
583,7.png,已完成,纯文字,-300,-510,左,-300,上,-533,95,31,0,23
584,7.png,已完成,纯文字,-3,475,中,0,下,533,95,31,-3,-58
585,5.png,全部完成,纯文字,-269,-493,左,-300,上,-533,130,31,31,40
586,10.png,全部完成,长条文字按钮,-67,-556,中,0,上,-533,532,140,-67,-23
587,7.png,已完成,纯文字,4,-566,中,0,上,-533,95,31,4,-33
588,4.png,纯色块,方块,-275,-61,左,-300,中,0,120,120,25,-61
589,5.png,全部完成,纯文字,273,541,右,300,下,533,130,31,-27,8
590,10.png,全部完成,长条文字按钮,-71,2,中,0,中,0,532,140,-71,2
591,9.png,全部完成,长条文字按钮,-107,-15,中,0,中,0,352,140,-107,-15
592,8.png,全部完成,长条文字按钮,-397,545,左,-300,下,533,282,140,-97,12
593,9.png,全部完成,长条文字按钮,198,-511,右,300,上,-533,352,140,-102,22
596,4.png,纯色块,方块,-307,449,左,-300,下,533,120,120,-7,-84
597,5.png,全部完成,纯文字,-326,-592,左,-300,上,-533,130,31,-26,-59
598,6.png,完成,纯文字,-75,-48,中,0,中,0,64,31,-75,-48
599,8.png,全部完成,长条文字按钮,258,-33,右,300,中,0,282,140,-42,-33
600,4.png,纯色块,方块,-362,-506,左,-300,上,-533,120,120,-62,27
601,3.png,纯色块,方块,-33,586,中,0,下,533,86,86,-33,53
602,6.png,完成,纯文字,276,-4,右,300,中,0,64,31,-24,-4
603,5.png,全部完成,纯文字,-303,-17,左,-300,中,0,130,31,-3,-17
604,1.png,纯色块,方块,-292,541,左,-300,下,533,30,30,8,8
605,6.png,完成,纯文字,-34,531,中,0,下,533,64,31,-34,-2
606,4.png,纯色块,方块,273,522,右,300,下,533,120,120,-27,-11
607,2.png,纯色块,方块,17,-494,中,0,上,-533,48,48,17,39
608,1.png,纯色块,方块,333,507,右,300,下,533,30,30,33,-26
609,1.png,纯色块,方块,278,-3,右,300,中,0,30,30,-22,-3
610,2.png,纯色块,方块,-295,521,左,-300,下,533,48,48,5,-12
611,8.png,全部完成,长条文字按钮,344,-548,右,300,上,-533,282,140,44,-15
612,10.png,全部完成,长条文字按钮,31,520,中,0,下,533,532,140,31,-13
613,2.png,纯色块,方块,-276,-542,左,-300,上,-533,48,48,24,-9
614,1.png,纯色块,方块,18,20,中,0,中,0,30,30,18,20
615,3.png,纯色块,方块,-373,457,左,-300,下,533,86,86,-73,-76
616,5.png,全部完成,纯文字,-15,-520,中,0,上,-533,130,31,-15,13
617,6.png,完成,纯文字,291,-582,右,300,上,-533,64,31,-9,-49
618,1.png,纯色块,方块,-306,-548,左,-300,上,-533,30,30,-6,-15
619,10.png,全部完成,长条文字按钮,-379,-13,左,-300,中,0,532,140,-79,-13
620,5.png,全部完成,纯文字,-157,468,中,0,下,533,130,31,-157,-65
621,3.png,纯色块,方块,-365,538,左,-300,下,533,86,86,-65,5
622,9.png,全部完成,长条文字按钮,295,-1,右,300,中,0,352,140,-5,-1
623,10.png,全部完成,长条文字按钮,-380,503,左,-300,下,533,532,140,-80,-30
624,7.png,已完成,纯文字,-347,25,左,-300,中,0,95,31,-47,25
625,2.png,纯色块,方块,301,-520,右,300,上,-533,48,48,1,13
626,7.png,已完成,纯文字,-353,502,左,-300,下,533,95,31,-53,-31
627,7.png,已完成,纯文字,301,-550,右,300,上,-533,95,31,1,-17
628,4.png,纯色块,方块,-328,510,左,-300,下,533,120,120,-28,-23
629,8.png,全部完成,长条文字按钮,-265,-546,左,-300,上,-533,282,140,35,-13
630,6.png,完成,纯文字,334,559,右,300,下,533,64,31,34,26
631,9.png,全部完成,长条文字按钮,-8,-523,中,0,上,-533,352,140,-8,10
632,6.png,完成,纯文字,-325,519,左,-300,下,533,64,31,-25,-14
633,3.png,纯色块,方块,291,-581,右,300,上,-533,86,86,-9,-48
634,5.png,全部完成,纯文字,290,3,右,300,中,0,130,31,-10,3
635,1.png,纯色块,方块,-320,525,左,-300,下,533,30,30,-20,-8
636,4.png,纯色块,方块,251,-17,右,300,中,0,120,120,-49,-17
637,5.png,全部完成,纯文字,-35,-16,中,0,中,0,130,31,-35,-16
638,7.png,已完成,纯文字,249,490,右,300,下,533,95,31,-51,-43
639,10.png,全部完成,长条文字按钮,-89,526,中,0,下,533,532,140,-89,-7
640,4.png,纯色块,方块,-20,510,中,0,下,533,120,120,-20,-23
641,10.png,全部完成,长条文字按钮,-13,40,中,0,中,0,532,140,-13,40
642,9.png,全部完成,长条文字按钮,317,-526,右,300,上,-533,352,140,17,7
643,7.png,已完成,纯文字,-275,-559,左,-300,上,-533,95,31,25,-26
644,1.png,纯色块,方块,310,-537,右,300,上,-533,30,30,10,-4
645,2.png,纯色块,方块,282,-62,右,300,中,0,48,48,-18,-62
646,5.png,全部完成,纯文字,-21,493,中,0,下,533,130,31,-21,-40
647,2.png,纯色块,方块,54,534,中,0,下,533,48,48,54,1
648,8.png,全部完成,长条文字按钮,-271,-32,左,-300,中,0,282,140,29,-32
649,2.png,纯色块,方块,-227,-546,左,-300,上,-533,48,48,73,-13
650,6.png,完成,纯文字,-255,-39,左,-300,中,0,64,31,45,-39
651,10.png,全部完成,长条文字按钮,181,545,右,300,下,533,532,140,-119,12
652,7.png,已完成,纯文字,241,-532,右,300,上,-533,95,31,-59,1
653,6.png,完成,纯文字,-6,-586,中,0,上,-533,64,31,-6,-53
654,9.png,全部完成,长条文字按钮,-100,525,中,0,下,533,352,140,-100,-8
655,3.png,纯色块,方块,66,-525,中,0,上,-533,86,86,66,8
656,3.png,纯色块,方块,285,489,右,300,下,533,86,86,-15,-44
657,4.png,纯色块,方块,243,-537,右,300,上,-533,120,120,-57,-4
